,Frame,Time_Elapsed,Hand,Feature,x,y,z
12,105.0,5.3829967975616455,1.0,12.0,0.4147593379020691,0.37435734272003174,-0.2054503858089447
13,105.0,5.3829967975616455,1.0,13.0,0.5144578218460083,0.5681630373001099,-0.06664684414863586
14,105.0,5.3829967975616455,1.0,14.0,0.45435094833374023,0.5059094429016113,-0.11039756238460541
15,105.0,5.3829967975616455,1.0,15.0,0.4075281620025635,0.4662483334541321,-0.14519523084163666
16,105.0,5.3829967975616455,1.0,16.0,0.363389790058136,0.4273819625377655,-0.17725126445293427
17,105.0,5.3829967975616455,1.0,17.0,0.4887511432170868,0.6173335313796997,-0.0484103225171566
18,105.0,5.3829967975616455,1.0,18.0,0.43016234040260315,0.5827909708023071,-0.09099527448415756
19,105.0,5.3829967975616455,1.0,19.0,0.38518163561820984,0.5589942336082458,-0.12521439790725708
20,105.0,5.3829967975616455,1.0,20.0,0.33973222970962524,0.5301333665847778,-0.15609429776668549
0,106.0,5.426879405975342,1.0,0.0,0.6747900247573853,0.7131590843200684,2.2328571503749117e-05
1,106.0,5.426879405975342,1.0,1.0,0.6122542023658752,0.7709487080574036,-0.08036640286445618
2,106.0,5.426879405975342,1.0,2.0,0.5440516471862793,0.7699429988861084,-0.12527307868003845
3,106.0,5.426879405975342,1.0,3.0,0.5168196558952332,0.7331258058547974,-0.1629849523305893
4,106.0,5.426879405975342,1.0,4.0,0.5149720311164856,0.7049884796142578,-0.1975031942129135
5,106.0,5.426879405975342,1.0,5.0,0.4863300621509552,0.641589879989624,-0.08383657783269882
6,106.0,5.426879405975342,1.0,6.0,0.41195112466812134,0.5979065895080566,-0.13228045403957367
7,106.0,5.426879405975342,1.0,7.0,0.3678085207939148,0.5759745240211487,-0.1699211150407791
8,106.0,5.426879405975342,1.0,8.0,0.3265368938446045,0.5582993626594543,-0.19562874734401703
9,106.0,5.426879405975342,1.0,9.0,0.5133747458457947,0.5762425065040588,-0.0791584700345993
10,106.0,5.426879405975342,1.0,10.0,0.4398829936981201,0.5163742899894714,-0.11208584159612656
11,106.0,5.426879405975342,1.0,11.0,0.39942407608032227,0.47361502051353455,-0.1420947015285492
12,106.0,5.426879405975342,1.0,12.0,0.35867980122566223,0.4390615224838257,-0.16974486410617828
13,106.0,5.426879405975342,1.0,13.0,0.5557860136032104,0.535898745059967,-0.08258705586194992
14,106.0,5.426879405975342,1.0,14.0,0.4940841495990753,0.461952805519104,-0.12061071395874023
15,106.0,5.426879405975342,1.0,15.0,0.4572639763355255,0.4202013611793518,-0.15447431802749634
16,106.0,5.426879405975342,1.0,16.0,0.4173065423965454,0.38450318574905396,-0.18398448824882507
17,106.0,5.426879405975342,1.0,17.0,0.6129772663116455,0.5122427940368652,-0.09409113973379135
18,106.0,5.426879405975342,1.0,18.0,0.5809497833251953,0.4469383955001831,-0.13981863856315613
19,106.0,5.426879405975342,1.0,19.0,0.5610964894294739,0.41039127111434937,-0.167945995926857
20,106.0,5.426879405975342,1.0,20.0,0.5377543568611145,0.3828960061073303,-0.19231359660625458
0,107.0,5.471759796142578,1.0,0.0,0.6852232217788696,0.7171229720115662,2.8836753699579276e-05
1,107.0,5.471759796142578,1.0,1.0,0.6201999187469482,0.7938452959060669,-0.027172330766916275
2,107.0,5.471759796142578,1.0,2.0,0.5312860608100891,0.7923189997673035,-0.03656959906220436
3,107.0,5.471759796142578,1.0,3.0,0.46998167037963867,0.7741866111755371,-0.0507548488676548
4,107.0,5.471759796142578,1.0,4.0,0.4266599416732788,0.7700435519218445,-0.06759230047464371
5,107.0,5.471759796142578,1.0,5.0,0.48901334404945374,0.6574128270149231,0.019762028008699417
6,107.0,5.471759796142578,1.0,6.0,0.4116688370704651,0.6184924840927124,0.0005721572670154274
7,107.0,5.471759796142578,1.0,7.0,0.3599940538406372,0.594767153263092,-0.02308572828769684
8,107.0,5.471759796142578,1.0,8.0,0.31377196311950684,0.5824377536773682,-0.04418457671999931
9,107.0,5.471759796142578,1.0,9.0,0.5083591341972351,0.5913023352622986,0.0046014036051929
10,107.0,5.471759796142578,1.0,10.0,0.43183401226997375,0.537726104259491,-0.004538500681519508
11,107.0,5.471759796142578,1.0,11.0,0.37868183851242065,0.49589836597442627,-0.027763696387410164
12,107.0,5.471759796142578,1.0,12.0,0.33338290452957153,0.46793246269226074,-0.04908708855509758
13,107.0,5.471759796142578,1.0,13.0,0.5442641377449036,0.5432171821594238,-0.01764804497361183
14,107.0,5.471759796142578,1.0,14.0,0.474015474319458,0.4783802926540375,-0.03562917932868004
15,107.0,5.471759796142578,1.0,15.0,0.4244542717933655,0.4393671751022339,-0.0555085726082325
16,107.0,5.471759796142578,1.0,16.0,0.3771291971206665,0.4153875708580017,-0.07371923327445984
17,107.0,5.471759796142578,1.0,17.0,0.5957918763160706,0.5061149001121521,-0.048514556139707565
18,107.0,5.471759796142578,1.0,18.0,0.5540173649787903,0.4441758990287781,-0.0780632272362709
19,107.0,5.471759796142578,1.0,19.0,0.5217878222465515,0.4098716974258423,-0.09340177476406097
20,107.0,5.471759796142578,1.0,20.0,0.4872218370437622,0.3866618275642395,-0.10400976240634918
0,108.0,5.515641927719116,1.0,0.0,0.6987965106964111,0.7169851660728455,-1.7195694454130717e-05
1,108.0,5.515641927719116,1.0,1.0,0.6361711621284485,0.798865795135498,-0.04527201130986214
2,108.0,5.515641927719116,1.0,2.0,0.5437440276145935,0.8252167701721191,-0.07065282762050629
3,108.0,5.515641927719116,1.0,3.0,0.4707745313644409,0.8363419771194458,-0.10033455491065979
4,108.0,5.515641927719116,1.0,4.0,0.4189585745334625,0.845975935459137,-0.13280898332595825
5,108.0,5.515641927719116,1.0,5.0,0.4936505854129791,0.6633297801017761,-0.004073949996381998
6,108.0,5.515641927719116,1.0,6.0,0.41464173793792725,0.6372572183609009,-0.03310982510447502
7,108.0,5.515641927719116,1.0,7.0,0.3621659278869629,0.6165512204170227,-0.06633807718753815
8,108.0,5.515641927719116,1.0,8.0,0.3142811954021454,0.6025629043579102,-0.09298385679721832
9,108.0,5.515641927719116,1.0,9.0,0.5101637244224548,0.5964614152908325,-0.016266396269202232
10,108.0,5.515641927719116,1.0,10.0,0.43027082085609436,0.5487250089645386,-0.036469124257564545
11,108.0,5.515641927719116,1.0,11.0,0.37866872549057007,0.5106176733970642,-0.07128463685512543
12,108.0,5.515641927719116,1.0,12.0,0.33178067207336426,0.48236072063446045,-0.10033298283815384
13,108.0,5.515641927719116,1.0,13.0,0.5449907779693604,0.5446978807449341,-0.035306282341480255
14,108.0,5.515641927719116,1.0,14.0,0.470901757478714,0.49283769726753235,-0.055631402879953384
15,108.0,5.515641927719116,1.0,15.0,0.42199328541755676,0.45688551664352417,-0.07976286113262177
16,108.0,5.515641927719116,1.0,16.0,0.37408915162086487,0.43611449003219604,-0.10143443942070007
17,108.0,5.515641927719116,1.0,17.0,0.5951845049858093,0.5028170347213745,-0.06326065957546234
18,108.0,5.515641927719116,1.0,18.0,0.5402935743331909,0.4562273621559143,-0.0910763069987297
19,108.0,5.515641927719116,1.0,19.0,0.5001506805419922,0.4341948926448822,-0.10682914406061172
20,108.0,5.515641927719116,1.0,20.0,0.45806238055229187,0.42317354679107666,-0.1183808296918869
0,109.0,5.556533575057983,1.0,0.0,0.7160472273826599,0.6997389197349548,-7.899593765614554e-05
1,109.0,5.556533575057983,1.0,1.0,0.6544507145881653,0.7865966558456421,-0.02884535863995552
2,109.0,5.556533575057983,1.0,2.0,0.5620070695877075,0.8271286487579346,-0.04497338831424713
3,109.0,5.556533575057983,1.0,3.0,0.4878358542919159,0.855216383934021,-0.06649813801050186
4,109.0,5.556533575057983,1.0,4.0,0.4369693994522095,0.8817380666732788,-0.09096299856901169
5,109.0,5.556533575057983,1.0,5.0,0.49916449189186096,0.67134028673172,0.0056254141964018345
6,109.0,5.556533575057983,1.0,6.0,0.4154534339904785,0.6536873579025269,-0.015080043114721775
7,109.0,5.556533575057983,1.0,7.0,0.3641982972621918,0.6409545540809631,-0.04134560376405716
8,109.0,5.556533575057983,1.0,8.0,0.31624558568000793,0.6309261918067932,-0.06375077366828918
9,109.0,5.556533575057983,1.0,9.0,0.5142462849617004,0.6038468480110168,-0.010507844388484955
10,109.0,5.556533575057983,1.0,10.0,0.4283487796783447,0.562173068523407,-0.024324584752321243
11,109.0,5.556533575057983,1.0,11.0,0.3707317113876343,0.5299559831619263,-0.057375431060791016
12,109.0,5.556533575057983,1.0,12.0,0.31948181986808777,0.5068485736846924,-0.0873698741197586
13,109.0,5.556533575057983,1.0,13.0,0.5461446642875671,0.5495158433914185,-0.03309380263090134
14,109.0,5.556533575057983,1.0,14.0,0.4644588232040405,0.504832923412323,-0.05033786594867706
15,109.0,5.556533575057983,1.0,15.0,0.40982115268707275,0.473374605178833,-0.07852219045162201
16,109.0,5.556533575057983,1.0,16.0,0.3575795292854309,0.4549693465232849,-0.10378409922122955
17,109.0,5.556533575057983,1.0,17.0,0.5935083031654358,0.5029465556144714,-0.06019631028175354
18,109.0,5.556533575057983,1.0,18.0,0.5343943238258362,0.45854124426841736,-0.08407559990882874
19,109.0,5.556533575057983,1.0,19.0,0.4930330812931061,0.4361918866634369,-0.10254724323749542
20,109.0,5.556533575057983,1.0,20.0,0.4509114623069763,0.4261150360107422,-0.11663680523633957
0,110.0,5.597423791885376,1.0,0.0,0.7240104079246521,0.706241250038147,-8.018349763005972e-05
1,110.0,5.597423791885376,1.0,1.0,0.6566677093505859,0.7820704579353333,-0.02791435830295086
2,110.0,5.597423791885376,1.0,2.0,0.5659160017967224,0.8258250951766968,-0.04615835100412369
3,110.0,5.597423791885376,1.0,3.0,0.4930274188518524,0.858146607875824,-0.0709722563624382
4,110.0,5.597423791885376,1.0,4.0,0.4397807717323303,0.8895139098167419,-0.09984394162893295
5,110.0,5.597423791885376,1.0,5.0,0.5053954124450684,0.6679520606994629,-0.0042410786263644695
6,110.0,5.597423791885376,1.0,6.0,0.4213363230228424,0.647406280040741,-0.034146081656217575
7,110.0,5.597423791885376,1.0,7.0,0.367305189371109,0.6343420147895813,-0.06658825278282166
8,110.0,5.597423791885376,1.0,8.0,0.3160659074783325,0.6243664026260376,-0.09488896280527115
9,110.0,5.597423791885376,1.0,9.0,0.5221933126449585,0.6029377579689026,-0.020427143201231956
10,110.0,5.597423791885376,1.0,10.0,0.435412734746933,0.559541642665863,-0.048103492707014084
11,110.0,5.597423791885376,1.0,11.0,0.37737131118774414,0.5311353206634521,-0.08862701803445816
12,110.0,5.597423791885376,1.0,12.0,0.32428470253944397,0.5096383690834045,-0.12031003832817078
13,110.0,5.597423791885376,1.0,13.0,0.5552201867103577,0.5503969192504883,-0.042098518460989
14,110.0,5.597423791885376,1.0,14.0,0.47528645396232605,0.5050783157348633,-0.06753908097743988
15,110.0,5.597423791885376,1.0,15.0,0.42220449447631836,0.47794675827026367,-0.0979958027601242
16,110.0,5.597423791885376,1.0,16.0,0.37006676197052,0.45976102352142334,-0.12165196985006332
17,110.0,5.597423791885376,1.0,17.0,0.6035127639770508,0.5066334009170532,-0.06772249191999435
18,110.0,5.597423791885376,1.0,18.0,0.546535313129425,0.4630710780620575,-0.09741932898759842
19,110.0,5.597423791885376,1.0,19.0,0.5060255527496338,0.4470963180065155,-0.11795403808355331
20,110.0,5.597423791885376,1.0,20.0,0.4655679762363434,0.44373032450675964,-0.1324874609708786
0,111.0,5.639312744140625,1.0,0.0,0.7297524213790894,0.6962504982948303,-6.309308810159564e-05
1,111.0,5.639312744140625,1.0,1.0,0.6604104042053223,0.7726713418960571,-0.01925887167453766
2,111.0,5.639312744140625,1.0,2.0,0.5702293515205383,0.8197027444839478,-0.03600143641233444
3,111.0,5.639312744140625,1.0,3.0,0.49835026264190674,0.8541178703308105,-0.06138152629137039
4,111.0,5.639312744140625,1.0,4.0,0.4450259506702423,0.8827084302902222,-0.09066839516162872
5,111.0,5.639312744140625,1.0,5.0,0.5078218579292297,0.660504937171936,0.010055292397737503
6,111.0,5.639312744140625,1.0,6.0,0.4225600063800812,0.6463024616241455,-0.016748202964663506
7,111.0,5.639312744140625,1.0,7.0,0.3677659034729004,0.6384905576705933,-0.04604065790772438
8,111.0,5.639312744140625,1.0,8.0,0.3163018822669983,0.6358447074890137,-0.07135115563869476
9,111.0,5.639312744140625,1.0,9.0,0.5235221982002258,0.5956645607948303,-0.012262853793799877
10,111.0,5.639312744140625,1.0,10.0,0.4356966018676758,0.5540842413902283,-0.03647585213184357
11,111.0,5.639312744140625,1.0,11.0,0.37775808572769165,0.527133584022522,-0.07416453957557678
12,111.0,5.639312744140625,1.0,12.0,0.32432419061660767,0.5101980566978455,-0.10304613411426544
13,111.0,5.639312744140625,1.0,13.0,0.5547702312469482,0.543449342250824,-0.04096166044473648
14,111.0,5.639312744140625,1.0,14.0,0.47546908259391785,0.49883002042770386,-0.06406311690807343
15,111.0,5.639312744140625,1.0,15.0,0.4221797585487366,0.4736257791519165,-0.0928090512752533
16,111.0,5.639312744140625,1.0,16.0,0.36931926012039185,0.4607536792755127,-0.1154337078332901
17,111.0,5.639312744140625,1.0,17.0,0.6007581949234009,0.49990370869636536,-0.07262401282787323
18,111.0,5.639312744140625,1.0,18.0,0.5422263145446777,0.4559374451637268,-0.10400301963090897
19,111.0,5.639312744140625,1.0,19.0,0.5014499425888062,0.4444735646247864,-0.12577751278877258
20,111.0,5.639312744140625,1.0,20.0,0.46033430099487305,0.4482880234718323,-0.1396581083536148
0,112.0,5.684191942214966,1.0,0.0,0.7346771955490112,0.6943073272705078,-5.7593671954236925e-05
1,112.0,5.684191942214966,1.0,1.0,0.6659718751907349,0.765462338924408,-0.02694738656282425
2,112.0,5.684191942214966,1.0,2.0,0.5768239498138428,0.8132973909378052,-0.04658346250653267
3,112.0,5.684191942214966,1.0,3.0,0.5073568224906921,0.8484798669815063,-0.07410873472690582
4,112.0,5.684191942214966,1.0,4.0,0.45540887117385864,0.8765730857849121,-0.10678329318761826
5,112.0,5.684191942214966,1.0,5.0,0.5086010098457336,0.6543059349060059,-0.0031590585131198168
6,112.0,5.684191942214966,1.0,6.0,0.42451152205467224,0.6417372226715088,-0.03305020183324814
7,112.0,5.684191942214966,1.0,7.0,0.3708494305610657,0.6349668502807617,-0.06443390995264053
8,112.0,5.684191942214966,1.0,8.0,0.32018446922302246,0.6327729225158691,-0.09151609987020493
9,112.0,5.684191942214966,1.0,9.0,0.5245453119277954,0.5881131291389465,-0.022507373243570328
10,112.0,5.684191942214966,1.0,10.0,0.43783584237098694,0.5471833944320679,-0.04691185802221298
11,112.0,5.684191942214966,1.0,11.0,0.3809792697429657,0.5219107866287231,-0.08501507341861725
12,112.0,5.684191942214966,1.0,12.0,0.3279491662979126,0.5053383111953735,-0.11418886482715607
13,112.0,5.684191942214966,1.0,13.0,0.5579531788825989,0.5363807678222656,-0.048239849507808685
14,112.0,5.684191942214966,1.0,14.0,0.4795062839984894,0.4904484152793884,-0.07199715822935104
15,112.0,5.684191942214966,1.0,15.0,0.4275030493736267,0.46681731939315796,-0.0999092310667038
16,112.0,5.684191942214966,1.0,16.0,0.3762834668159485,0.45454853773117065,-0.12119098007678986
17,112.0,5.684191942214966,1.0,17.0,0.6061866283416748,0.4956495761871338,-0.07793134450912476
18,112.0,5.684191942214966,1.0,18.0,0.5535013675689697,0.4478985667228699,-0.1110496073961258
19,112.0,5.684191942214966,1.0,19.0,0.516086995601654,0.43396124243736267,-0.13254405558109283
20,112.0,5.684191942214966,1.0,20.0,0.4796677231788635,0.4358064532279968,-0.1449434459209442
0,113.0,5.729074716567993,1.0,0.0,0.741381824016571,0.6781004667282104,-5.629315637634136e-05
1,113.0,5.729074716567993,1.0,1.0,0.6728124618530273,0.7584752440452576,-0.01991157978773117
2,113.0,5.729074716567993,1.0,2.0,0.581412672996521,0.8136135935783386,-0.037723831832408905
3,113.0,5.729074716567993,1.0,3.0,0.5073034167289734,0.852549135684967,-0.06334840506315231
4,113.0,5.729074716567993,1.0,4.0,0.45523232221603394,0.878188967704773,-0.09389907121658325
5,113.0,5.729074716567993,1.0,5.0,0.5119093656539917,0.6564451456069946,0.015329663641750813
6,113.0,5.729074716567993,1.0,6.0,0.4258277416229248,0.6477826833724976,-0.001854882575571537
7,113.0,5.729074716567993,1.0,7.0,0.37288039922714233,0.6405500769615173,-0.027036583051085472
8,113.0,5.729074716567993,1.0,8.0,0.3230471611022949,0.6377413272857666,-0.04957113787531853
9,113.0,5.729074716567993,1.0,9.0,0.5229923725128174,0.5887398719787598,-0.0029368209652602673
10,113.0,5.729074716567993,1.0,10.0,0.43714821338653564,0.5600671172142029,-0.016915563493967056
11,113.0,5.729074716567993,1.0,11.0,0.38246309757232666,0.5349628329277039,-0.049948737025260925
12,113.0,5.729074716567993,1.0,12.0,0.3311390280723572,0.5186729431152344,-0.07882041484117508
13,113.0,5.729074716567993,1.0,13.0,0.5505749583244324,0.5342196226119995,-0.026547743007540703
14,113.0,5.729074716567993,1.0,14.0,0.46834278106689453,0.5012466311454773,-0.04105028137564659
15,113.0,5.729074716567993,1.0,15.0,0.41483789682388306,0.47761064767837524,-0.0655754879117012
16,113.0,5.729074716567993,1.0,16.0,0.36400139331817627,0.466916561126709,-0.0888124406337738
17,113.0,5.729074716567993,1.0,17.0,0.5933118462562561,0.48784613609313965,-0.05412084981799126
18,113.0,5.729074716567993,1.0,18.0,0.532172679901123,0.45173707604408264,-0.07462029159069061
19,113.0,5.729074716567993,1.0,19.0,0.48956963419914246,0.4374392628669739,-0.09104286134243011
20,113.0,5.729074716567993,1.0,20.0,0.4450646638870239,0.43611204624176025,-0.10421539098024368
0,114.0,5.774948596954346,1.0,0.0,0.7395552396774292,0.6826702952384949,-4.7017329052323475e-05
1,114.0,5.774948596954346,1.0,1.0,0.6724465489387512,0.7588552236557007,-0.019183745607733727
2,114.0,5.774948596954346,1.0,2.0,0.5850794315338135,0.8146492838859558,-0.039083778858184814
3,114.0,5.774948596954346,1.0,3.0,0.5140876173973083,0.8543155193328857,-0.06755760312080383
4,114.0,5.774948596954346,1.0,4.0,0.46205371618270874,0.8871428966522217,-0.10120458900928497
5,114.0,5.774948596954346,1.0,5.0,0.5154935121536255,0.6612421870231628,0.006169311236590147
6,114.0,5.774948596954346,1.0,6.0,0.4316512644290924,0.6497101187705994,-0.016320545226335526
7,114.0,5.774948596954346,1.0,7.0,0.379050076007843,0.6423335075378418,-0.04373704642057419
8,114.0,5.774948596954346,1.0,8.0,0.3293043076992035,0.636701226234436,-0.06765922904014587
9,114.0,5.774948596954346,1.0,9.0,0.5259424448013306,0.5943071246147156,-0.01378142274916172
10,114.0,5.774948596954346,1.0,10.0,0.43807467818260193,0.5641775727272034,-0.03385556861758232
11,114.0,5.774948596954346,1.0,11.0,0.3822133541107178,0.5417534112930298,-0.0691332295536995
12,114.0,5.774948596954346,1.0,12.0,0.3316276967525482,0.5265169143676758,-0.097028948366642
13,114.0,5.774948596954346,1.0,13.0,0.5514526963233948,0.5398643612861633,-0.03834168240427971
14,114.0,5.774948596954346,1.0,14.0,0.46957921981811523,0.505759596824646,-0.05747860670089722
15,114.0,5.774948596954346,1.0,15.0,0.41572028398513794,0.48287343978881836,-0.08231800049543381
16,114.0,5.774948596954346,1.0,16.0,0.36622655391693115,0.47139567136764526,-0.10237635672092438
17,114.0,5.774948596954346,1.0,17.0,0.5912294983863831,0.49255627393722534,-0.06695582717657089
18,114.0,5.774948596954346,1.0,18.0,0.525935173034668,0.4540247321128845,-0.08895648270845413
19,114.0,5.774948596954346,1.0,19.0,0.48023250699043274,0.43968304991722107,-0.10518258064985275
20,114.0,5.774948596954346,1.0,20.0,0.4349651038646698,0.4382920265197754,-0.11700809001922607
0,115.0,5.812847137451172,1.0,0.0,0.7384272813796997,0.6907474398612976,-5.713780046789907e-05
1,115.0,5.812847137451172,1.0,1.0,0.6711369156837463,0.7606199383735657,-0.019796114414930344
2,115.0,5.812847137451172,1.0,2.0,0.5816697478294373,0.8093969821929932,-0.03676697611808777
3,115.0,5.812847137451172,1.0,3.0,0.5119951367378235,0.8436399698257446,-0.06097380071878433
4,115.0,5.812847137451172,1.0,4.0,0.46243342757225037,0.8732225894927979,-0.08946450054645538
5,115.0,5.812847137451172,1.0,5.0,0.517503559589386,0.6583320498466492,-0.0018430266063660383
6,115.0,5.812847137451172,1.0,6.0,0.4348052740097046,0.6474002599716187,-0.03006548434495926
7,115.0,5.812847137451172,1.0,7.0,0.3817759156227112,0.6407918930053711,-0.060226332396268845
8,115.0,5.812847137451172,1.0,8.0,0.33085840940475464,0.6365687251091003,-0.08705466985702515
9,115.0,5.812847137451172,1.0,9.0,0.529987096786499,0.5935912132263184,-0.021676529198884964
10,115.0,5.812847137451172,1.0,10.0,0.44266802072525024,0.5619354844093323,-0.04860856384038925
11,115.0,5.812847137451172,1.0,11.0,0.38545486330986023,0.5403270721435547,-0.08654913306236267
12,115.0,5.812847137451172,1.0,12.0,0.33222144842147827,0.5265728235244751,-0.11699353903532028
13,115.0,5.812847137451172,1.0,13.0,0.5573410391807556,0.5417281985282898,-0.04539712890982628
14,115.0,5.812847137451172,1.0,14.0,0.4780661463737488,0.5050849914550781,-0.07048460096120834
15,115.0,5.812847137451172,1.0,15.0,0.42469707131385803,0.482606440782547,-0.0976850762963295
16,115.0,5.812847137451172,1.0,16.0,0.37392178177833557,0.4720386266708374,-0.11772165447473526
17,115.0,5.812847137451172,1.0,17.0,0.5992273092269897,0.4979192316532135,-0.07272675633430481
18,115.0,5.812847137451172,1.0,18.0,0.5394086241722107,0.45610660314559937,-0.09998619556427002
19,115.0,5.812847137451172,1.0,19.0,0.49625450372695923,0.44110411405563354,-0.11665289849042892
20,115.0,5.812847137451172,1.0,20.0,0.452771931886673,0.44071006774902344,-0.12783530354499817
0,116.0,5.853738307952881,1.0,0.0,0.7398312091827393,0.6816860437393188,-6.587274401681498e-05
1,116.0,5.853738307952881,1.0,1.0,0.6711686253547668,0.7549405097961426,-0.018983246758580208
2,116.0,5.853738307952881,1.0,2.0,0.5797963738441467,0.8008449077606201,-0.03754531592130661
3,116.0,5.853738307952881,1.0,3.0,0.5058096051216125,0.8346296548843384,-0.0629405677318573
4,116.0,5.853738307952881,1.0,4.0,0.451156347990036,0.8711345791816711,-0.09246473759412766
